Category,Subcategory,Endpoint,Port,Protocol,TestMode,WildcardNote,Notes,Reference,Workloads
Intune,WNS Push,*.wns.windows.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Windows Push Notification Services (WNS),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Android AOSP,intunecdnpeasd.manage.microsoft.com,443,TCP,CloudPC,,Android AOSP device management,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.windowsupdate.com,443,TCP,CloudPC,"NoTls - CDN-fronted content endpoint; serves a CDN certificate that does not cover the hostname, so TLS validation here is not meaningful. Content is signed and fetched over HTTP.",Windows Autopilot - Windows Update,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.windowsupdate.com,80,TCP,CloudPC,Wildcard - cannot auto-test,Windows Autopilot - Windows Update,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.dl.delivery.mp.microsoft.com,443,TCP,CloudPC,"NoTls - CDN-fronted content endpoint; serves a CDN certificate that does not cover the hostname, so TLS validation here is not meaningful. Content is signed and fetched over HTTP.",Windows Autopilot - Delivery Optimization,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.dl.delivery.mp.microsoft.com,80,TCP,CloudPC,Wildcard - cannot auto-test,Windows Autopilot - Delivery Optimization,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.prod.do.dsp.mp.microsoft.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Windows Autopilot - DO DSP,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.prod.do.dsp.mp.microsoft.com,80,TCP,CloudPC,Wildcard - cannot auto-test,Windows Autopilot - DO DSP,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.update.microsoft.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Windows Autopilot - Windows Update,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.update.microsoft.com,80,TCP,CloudPC,Wildcard - cannot auto-test,Windows Autopilot - Windows Update,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,tsfe.trafficshaping.dsp.mp.microsoft.com,443,TCP,CloudPC,,Windows Autopilot - traffic shaping,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,adl.windows.com,443,TCP,CloudPC,"NoTls - CDN-fronted content endpoint; serves a CDN certificate that does not cover the hostname, so TLS validation here is not meaningful. Content is signed and fetched over HTTP.",Windows Autopilot - Windows Update,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,adl.windows.com,80,TCP,CloudPC,,Windows Autopilot - Windows Update,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,NTP,time.windows.com,123,UDP,CloudPC,UDP - TCP test not applicable,Windows Autopilot - NTP time sync,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,WNS,clientconfig.passport.net,443,TCP,CloudPC,,Windows Autopilot - WNS dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,WNS,windowsphone.com,443,TCP,CloudPC,,Windows Autopilot - WNS dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,WNS,*.s-microsoft.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Windows Autopilot - WNS dependency,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,TPM,ekop.intel.com,443,TCP,CloudPC,,Intel TPM Endorsement Key cert,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,TPM,ekcert.spserv.microsoft.com,443,TCP,CloudPC,,Microsoft TPM EK cert service,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,TPM,ftpm.amd.com,443,TCP,CloudPC,,AMD fTPM certificate,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,lgmsapeweu.blob.core.windows.net,443,TCP,CloudPC,Reference only - not tested; superseded,"Legacy Autopilot diagnostics upload endpoint. Still resolves but no longer listed by Microsoft - superseded by the amsu*lmsas.blob.core.windows.net set (endpoints table ID 182). Retained for reference only.",https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,lgmsapewus2.blob.core.windows.net,443,TCP,CloudPC,Reference only - not tested; superseded,"Legacy Autopilot diagnostics upload endpoint. Still resolves but no longer listed by Microsoft - superseded by the amsu*lmsas.blob.core.windows.net set (endpoints table ID 182). Retained for reference only.",https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,lgmsapesea.blob.core.windows.net,443,TCP,CloudPC,Reference only - not tested; superseded,"Legacy Autopilot diagnostics upload endpoint. Still resolves but no longer listed by Microsoft - superseded by the amsu*lmsas.blob.core.windows.net set (endpoints table ID 182). Retained for reference only.",https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,lgmsapeaus.blob.core.windows.net,443,TCP,CloudPC,Reference only - not tested; superseded,"Legacy Autopilot diagnostics upload endpoint. Still resolves but no longer listed by Microsoft - superseded by the amsu*lmsas.blob.core.windows.net set (endpoints table ID 182). Retained for reference only.",https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Diagnostics,lgmsapeind.blob.core.windows.net,443,TCP,CloudPC,Reference only - not tested; superseded,"Legacy Autopilot diagnostics upload endpoint. Still resolves but no longer listed by Microsoft - superseded by the amsu*lmsas.blob.core.windows.net set (endpoints table ID 182). Retained for reference only.",https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Org Messages,ris.prod.api.personalization.ideas.microsoft.com,443,TCP,CloudPC,,Organizational messages - personalization service,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,WNS Push,sinwns1011421.wns.windows.com,443,TCP,CloudPC,Reference only - not tested; NXDOMAIN globally,"Windows Push Notification (WNS). Listed in Microsoft Intune endpoints table ID 171 but absent from the Consolidated Endpoint List on the same page. Authoritative NXDOMAIN from the windows.com zone - confirmed via EDNS Client Subnet from Singapore, Sydney and London, so not region-scoped. Covered by *.wns.windows.com. Retained for reference only.",https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,WNS Push,sin.notify.windows.com,443,TCP,CloudPC,,Windows Push Notification (WNS) - CNAME to global.notify.trafficmanager.net (global Traffic Manager profile; the sin prefix is not region-scoped),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,Android AOSP,intunecdnpeasd.azureedge.net,443,TCP,CloudPC,,Android AOSP - legacy domain (migrating to manage.microsoft.com March 2025),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,Windows Update,*.delivery.mp.microsoft.com,443,TCP,CloudPC,Wildcard - cannot auto-test,Windows Autopilot - Delivery MP,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune-Autopilot,WNS,c.s-microsoft.com,443,TCP,CloudPC,,Windows Autopilot - WNS dependency (specific node alongside *.s-microsoft.com),https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Client-AVD-CertCA,Certificate Authority,cacerts.digicert.com,80,TCP,Client,,AIA - DigiCert CA certificate downloads,https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,cacerts.digicert.cn,80,TCP,Client,,AIA - DigiCert CA certificate downloads (CN),https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,cacerts.geotrust.com,80,TCP,Client,,AIA - GeoTrust CA certificate downloads,https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,caissuers.microsoft.com,80,TCP,Client,,AIA - Microsoft CA certificate downloads,https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,www.microsoft.com,80,TCP,Client,,AIA and CRL - Microsoft certificate downloads,https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,crl3.digicert.com,80,TCP,Client,,CRL - DigiCert CRL distribution point,https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,crl4.digicert.com,80,TCP,Client,,CRL - DigiCert CRL distribution point,https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,crl.digicert.cn,80,TCP,Client,,CRL - DigiCert CRL distribution point (CN),https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,ocsp.digicert.com,80,TCP,Client,,OCSP - DigiCert OCSP responder,https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,ocsp.digicert.cn,80,TCP,Client,,OCSP - DigiCert OCSP responder (CN),https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Client-AVD-CertCA,Certificate Authority,oneocsp.microsoft.com,80,TCP,Client,,OCSP - Microsoft OCSP responder,https://learn.microsoft.com/en-us/azure/security/fundamentals/azure-certificate-authority-details,AVD;Windows365
Intune,IP Ranges,4.145.74.224/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.150.254.64/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.154.145.224/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.200.254.32/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.207.244.0/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.213.25.64/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.213.86.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.216.205.32/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.237.143.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.67.13.176/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.67.15.128/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.69.67.224/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.69.231.128/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.70.78.128/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.70.79.128/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.74.111.192/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.77.53.176/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.86.221.176/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.89.174.240/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.89.175.192/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.37.153.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.37.192.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.38.81.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.41.1.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.42.1.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.42.130.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.42.224.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.43.129.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.44.19.224/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.91.147.72/29,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.168.189.128/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.189.172.160/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.189.229.0/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.191.167.0/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.192.159.40/29,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.192.174.216/29,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.199.207.192/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.204.193.10/31,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.204.193.12/30,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.204.194.128/31,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.208.149.192/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.208.157.128/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.214.131.176/29,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.67.121.224/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.70.151.32/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.71.14.96/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.74.25.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.78.245.240/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.78.247.128/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.79.197.64/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.79.197.96/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.80.180.208/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.80.180.224/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.80.184.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.82.248.224/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.82.249.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.84.70.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.119.8.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,48.218.252.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.150.137.0/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.162.111.96/28,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.168.116.128/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.182.141.192/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.236.189.96/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.240.244.160/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.151.0.192/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.153.235.0/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.154.140.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.154.195.0/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.155.45.128/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,68.218.134.96/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,74.224.214.64/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
